"Customer_Name","Product_Name","Profit","Returned"
"Michelle Lonsdale","WD My Passport Ultra 2TB Portable External Hard Drive","95.2","null"
"Michelle Lonsdale","GBC Twin Loop Wire Binding Elements","29.952","null"
"Linda Cazamias","Panasonic KX MB2061 Multifunction Printer","179.73","null"
"Matt Collister","Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black","3.178","null"
"Matt Collister","Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset","43.9956","null"
"Ross Baird","Self-Adhesive Address Labels for Typewriters by Universal","27.4856","null"
"Harry Marie","3M Hangers With Command Adhesive","3.034","null"
"Christina Anderson","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""","114.6285","Yes"
"Pierre Wener","Bevis Rectangular Conference Tables","-99.2664","null"
"Pierre Wener","Geographics Note Cards, Blank, White, 8 1/2"" x 11""","12.5328","null"
"Anne McFarland","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","8.2156","null"
"Christopher Schild","Cardinal Holdit Data Disk Pockets","9.828","null"
"Shahid Collister","Xerox 1896","13.4865","null"
"Shahid Collister","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","34.4232","null"
"Phillip Flathmann","Global Deluxe High-Back Office Chair in Storm","-29.9178","null"
"Phillip Flathmann","Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","29.0325","null"
"Phillip Flathmann","Avery 50","41.2237","null"
"Phillip Flathmann","Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room","429.5772","null"
"Greg Maxwell","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases","-99.1764","null"
"Alan Hwang","Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers","0","null"
"Kristina Nunn","Anker 24W Portable Micro USB Car Charger","11.4296","null"
"Kristina Nunn","Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal","250.305","null"
"Kristina Nunn","GBC Standard Therm-A-Bind Covers","32.396","null"
"Kristina Nunn","Newell 344","1.4456","null"
"Katherine Ducich","White GlueTop Scratch Pads","41.5104","null"
"Bryan Spruell","Sortfiler Multipurpose Personal File Organizer, Black","18.6093","null"
"Bryan Spruell","Cameo Buff Policy Envelopes","58.4962","null"
"Bill Tyler","GBC Personal VeloBind Strips","3.3544","null"
"Ralph Ritter","Avery 52","3.4686","null"
"Ken Lonsdale","Fellowes Personal Hanging Folder Files, Navy","15.0416","null"
"Ken Lonsdale","High Speed Automatic Electric Letter Opener","327.506","null"
"Ken Lonsdale","Staples","34.2848","null"
"Maribeth Yedwab","Panasonic KX TS3282B Corded phone","14.7582","null"
"Maribeth Yedwab","Logitech G13 Programmable Gameboard with LCD Display","52.7934","null"
"Lori Olson","Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive","18.0648","Yes"
"Eleni McCrary","Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs","-219.1644","null"
"Eleni McCrary","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs","78.7671","null"
"Ken Dana","12-1/2 Diameter Round Wall Clock","22.3776","null"
"Joel Eaton","Belkin 19"" Vented Equipment Shelf, Black","2.0592","null"
"Joel Eaton","O'Sullivan Living Dimensions 2-Shelf Bookcases","-6.049","null"
"John Murray","Newell 346","0.2592","Yes"
"John Murray","Samsung Galaxy S4 Mini","211.4955","Yes"
"John Murray","Xerox 1891","105.6456","Yes"
"John Murray","Avery 488","1.764","Yes"
"Tamara Manning","O'Sullivan Living Dimensions 3-Shelf Bookcases","140.686","null"
"Tamara Manning","Self-Adhesive Removable Labels","7.56","null"
"Tamara Manning","Fellowes Super Stor/Drawer Files","61.389","null"
"Sarah Foster","GBC Standard Plastic Binding Systems' Combs","7.85","null"
"Sarah Foster","Hon 94000 Series Round Tables","239.9058","null"
"Barry Franz","Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","1.0166","null"
"Barry Franz","Cisco Small Business SPA 502G VoIP phone","21.5397","null"
"Michael Granlund","Berol Giant Pencil Sharpener","4.9271","null"
"Bill Overfelt","Global Stack Chair without Arms, Black","2.598","null"
"Aleksandra Gannaway","Bevis Steel Folding Chairs","23.028","null"
"Aleksandra Gannaway","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red","5.715","null"
"Maribeth Schnelling","Avery 498","2.7166","null"
"Maribeth Schnelling","Fellowes Binding Cases","38.025","null"
"Jim Mitchum","Design Ebony Sketching Pencil","1.0842","null"
"Jim Mitchum","iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4","6.704","null"
"Jim Mitchum","Eldon Simplefile Box Office","10.4496","null"
"Jim Mitchum","Avery 517","8.6715","null"
"Jason Fortune-","24-Hour Round Wall Clock","17.1828","null"
"Jason Fortune-","SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair","4.2624","null"
"Jason Fortune-","SAFCO Arco Folding Chair","24.858","null"
"Tim Taslimi","Fellowes Super Stor/Drawer Files","61.389","null"
"Sally Hughsby","Bestar Classic Bookcase","19.998","null"
"Alan Schoenberger","Avery Non-Stick Binders","3.5022","null"
"Alan Schoenberger","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","4.2717","null"
"Alan Schoenberger","Green Bar Computer Printout Paper","80.7912","null"
"Alan Schoenberger","Global Adaptabilites Bookcase, Cherry/Storm Gray Finish","77.5764","null"
"Alan Schoenberger","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","8.9544","null"
"Alan Schoenberger","Mini 13-1/2 Capacity Data Binder Rack, Pearl","65.435","null"
"Alan Schoenberger","Avery 514","7.056","null"
"Pete Kriz","Convenience Packs of Business Envelopes","5.1042","null"
"Harold Ryan","SAFCO Arco Folding Chair","99.432","null"
"Nancy Lomonaco","Global Deluxe Stacking Chair, Gray","4.5882","null"
"Nancy Lomonaco","Fellowes Advanced Computer Series Surge Protectors","29.6688","null"
"Toby Carlisle","Xerox 1888","79.8912","null"
"Stewart Visinsky","Wilson Jones 1"" Hanging DublLock Ring Binders","-8.1312","null"
"Stewart Visinsky","Avery Trapezoid Extra Heavy Duty 4"" Binders","-16.776","null"
"Carol Triggs","Satellite Sectional Post Binders","101.5794","Yes"
"Yoseph Carroll","Adams ""While You Were Out"" Message Pads","7.065","Yes"
"Chad Sievert","Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book","5.6115","null"
"Chad Sievert","AT&T 17929 Lendline Telephone","8.1432","null"
"Anthony Johnson","Contract Clock, 14"", Brown","37.366","null"
"Alejandro Ballentine","Acme Elite Stainless Steel Scissors","4.3368","null"
"Alejandro Ballentine","Xerox 215","9.3312","null"
"Alejandro Ballentine","Xerox 1885","92.2368","null"
"Charles Crestani","Computer Room Manger, 14""","81.8496","null"
"Charles Crestani","Bady BDG101FRU Card Printer","215.9973","null"
"Beth Thompson","Prang Drawing Pencil Set","5.56","null"
"Sanjit Engle","Fellowes Mobile File Cart, Black","33.5772","null"
"David Flashing","Avery 512","6.7915","null"
"David Flashing","GBC Recycled Regency Composition Covers","31.0856","null"
"Fred Harton","Newell 311","1.7901","null"
"Fred Harton","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset","343.9828","null"
"Fred Harton","Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""","21.506","null"
"Joe Elijah","Staples","23.0864","null"
"MaryBeth Skach","Executive Impressions 12"" Wall Clock","13.4292","null"
"Stewart Carmichael","Howard Miller 13"" Diameter Pewter Finish Round Wall Clock","100.4796","null"
"Stewart Carmichael","netTALK DUO VoIP Telephone Service","47.241","null"
"Carlos Soltero","Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back","73.194","null"
"Tamara Manning","Advantus Rolling Drawer Organizers","110.0528","null"
"Herbert Flentye","Hon Olson Stacker Stools","22.5296","null"
"George Ashbrook","Prang Drawing Pencil Set","2.224","null"
"George Ashbrook","Plantronics S12 Corded Telephone Headset System","129.348","null"
"George Ashbrook","Plantronics Calisto P620-M USB Wireless Speakerphone System","68.5965","null"
"George Ashbrook","Hoover Upright Vacuum With Dirt Cup","419.8185","null"
"George Ashbrook","Xerox 1903","5.8604","null"
"Dean percer","Wirebound Service Call Books, 5 1/2"" x 4""","23.232","null"
"Neil Knudson","Maxell 4.7GB DVD-R 5/Pack","0.4356","null"
"Neil Knudson","Canvas Sectional Post Binders","36.917","null"
"Joel Eaton","Belkin 19"" Vented Equipment Shelf, Black","1.5444","null"
"Elpida Rittenbach","Belkin 6 Outlet Metallic Surge Strip","4.5738","null"
"Jessica Myrick","Sauder Camden County Collection Libraries, Planked Cherry Finish","-13.7976","null"
"Cynthia Delaney","Hon Every-Day Series Multi-Task Chairs","0","null"
"Cynthia Delaney","Advantus Map Pennant Flags and Round Head Tacks","2.528","null"
"Kean Nguyen","Pyle PMP37LED","94.0702","null"
"Kean Nguyen","AT&T 1080 Corded phone","38.3572","null"
"Kean Nguyen","Recycled Pressboard Report Cover with Reinforced Top Hinge","6.5569","null"
"Kean Nguyen","O'Sullivan Living Dimensions 2-Shelf Bookcases","-18.147","null"
"Guy Armstrong","Lumber Crayons","1.773","null"
"Denise Leinenbach","9-3/4 Diameter Round Wall Clock","17.3754","null"
"Cindy Stewart","Xerox 1962","5.778","null"
"Cindy Stewart","Xerox 1953","11.556","null"
"Michelle Huthwaite","Plymouth Boxed Rubber Bands by Plymouth","0.471","null"
"Michelle Huthwaite","Xerox 228","6.2208","null"
"Michelle Huthwaite","Sauder Forest Hills Library, Woodland Oak Finish","56.392","null"
"Michelle Huthwaite","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat","28.0784","null"
"Darrin Martin","Computer Printout Index Tabs","2.352","null"
"Darrin Martin","Bevis 36 x 72 Conference Tables","7.4694","null"
"Brian DeCherney","Adtran 1202752G1","22.6782","null"
"Natalie DeCherney","Carina Mini System Audio Rack, Model AR050B","-94.333","null"
"Natalie DeCherney","Plantronics Voyager Pro HD - Bluetooth Headset","54.5916","null"
"Guy Armstrong","Belkin 6 Outlet Metallic Surge Strip","2.8314","null"
"Guy Armstrong","Xerox 201","9.3312","null"
"Guy Armstrong","Ibico Plastic Spiral Binding Combs","39.52","null"
"Don Jones","Global Troy Executive Leather Low-Back Tilter","100.196","null"
"Jay Kimmel","Sterilite Officeware Hinged File Box","8.4888","Yes"
"Jay Kimmel","Staples","22.6233","Yes"
"Jay Kimmel","Newell 345","15.4752","Yes"
"Jay Kimmel","Staples","9.2568","Yes"
"Beth Fritzler","Xerox 1951","23.235","null"
"Beth Fritzler","Office Star - Mesh Screen back chair with Vinyl seat","-35.3646","null"
"Stuart Calhoun","Dixon Prang Watercolor Pencils, 10-Color Set with Brush","1.7466","null"
"Scott Williamson","Tennsco Regal Shelving Units","24.3384","null"
"Tamara Dahlen","Global Super Steno Chair","-5.7588","null"
"Tamara Dahlen","Global Ergonomic Managers Chair","76.0116","null"
"Berenike Kampe","Eldon Regeneration Recycled Desk Accessories, Smoke","2.2272","null"
"Jeremy Farry","Heavy-Duty E-Z-D Binders","5.8914","null"
"Emily Phan","Global Deluxe Steno Chair","-34.641","null"
"Emily Phan","Newell 327","1.7901","null"
"Emily Phan","Xerox 1996","6.2208","null"
"Emily Phan","Xerox 213","15.552","null"
"Ken Heidel","Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book","10.7325","null"
"Christopher Schild","Dual Level, Single-Width Filing Carts","80.6312","null"
"Max Engle","Rubber Band Ball","0.2244","null"
"Michael Moore","Space Solutions Commercial Steel Shelving","6.465","null"
"Thomas Thornton","ACCOHIDE 3-Ring Binder, Blue, 1""","2.2302","Yes"
"Thomas Thornton","Presstex Flexible Ring Binders","2.73","Yes"
"Thomas Thornton","Global Ergonomic Managers Chair","10.8588","Yes"
"Greg Tran","Plantronics Calisto P620-M USB Wireless Speakerphone System","13.7193","null"
"Greg Tran","Google Nexus 5","26.9985","null"
"Greg Tran","Jet-Pak Recycled Peel 'N' Seal Padded Mailers","16.1505","null"
"Greg Tran","Ibico Plastic and Wire Spiral Binding Combs","15.3426","null"
"Greg Tran","Xerox 1880","116.5976","null"
"Greg Tran","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","89.159","null"
"Greg Tran","GBC Standard Therm-A-Bind Covers","19.4376","null"
"Mick Crebagga","File Shuttle II and Handi-File, Black","76.2525","null"
"Mick Crebagga","Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock","7.106","null"
"Lisa Hazard","Advantus Panel Wall Acrylic Frame","16.4647","null"
"Mike Pelletier","Eldon 400 Class Desk Accessories, Black Carbon","11.025","Yes"
"Mike Pelletier","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","22.736","Yes"
"Mike Pelletier","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","20.539","Yes"
"Eugene Moren","Memorex Micro Travel Drive 8 GB","13","null"
"Eugene Moren","Xerox 1978","8.381","null"
"Eugene Moren","Harbour Creations 67200 Series Stacking Chairs","9.9652","null"
"Eugene Moren","Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""","-5.6784","null"
"Eugene Moren","Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple","0.693","null"
"Eugene Moren","Samsung Galaxy Mega 6.3","50.3988","null"
"Kean Takahito","Avery Hole Reinforcements","7.2268","null"
"Kean Takahito","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","21.5824","null"
"Philisse Overcash","Strathmore Photo Mount Cards","9.3564","null"
"Philisse Overcash","Avery 478","19.2472","null"
"Andy Yotov","Global Deluxe Stacking Chair, Gray","9.1764","Yes"
"Andy Yotov","Global Value Steno Chair, Gray","6.074","Yes"
"Andy Yotov","Prestige Round Ring Binders","8.208","Yes"
"Andy Yotov","DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","7.584","Yes"
"Clay Ludtke","Safco Chair Connectors, 6/Carton","13.8528","null"
"Clay Ludtke","Self-Adhesive Ring Binder Labels","3.8016","null"
"Ryan Crowe","File Shuttle I and Handi-File","4.6746","null"
"Ryan Crowe","Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables","-170.8038","null"
"Matthew Clasen","SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card","0.7794","null"
"Matthew Clasen","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","6.496","null"
"Matthew Clasen","Fellowes Officeware Wire Shelving","8.983","null"
"Matthew Clasen","Avery Heavy-Duty EZD  Binder With Locking Rings","10.9368","null"
"Annie Thurman","VariCap6 Expandable Binder","18.684","null"
"Philip Brown","Eldon Fold 'N Roll Cart System","6.291","null"
"Allen Armold","Avery Premier Heavy-Duty Binder with Round Locking Rings","11.1384","null"
"Sharelle Roach","Insertable Tab Post Binder Dividers","-9.223","null"
"Sharelle Roach","Lexmark MX611dhe Monochrome Laser Printer","-3399.98","null"
"Sharelle Roach","GBC VeloBinder Manual Binding System","-15.8356","null"
"Sharelle Roach","Cardinal Holdit Business Card Pockets","-6.5736","null"
"Sharelle Roach","Xerox 225","7.2576","null"
"Sanjit Chand","Alliance Rubber Bands","0.2016","Yes"
"Sanjit Chand","Xerox 1988","41.823","Yes"
"Sanjit Chand","Executive Impressions 14"" Contract Wall Clock","22.0077","Yes"
"Sanjit Chand","Deluxe Heavy-Duty Vinyl Round Ring Binder","28.65","Yes"
"Robert Barroso","SlimView Poly Binder, 3/8""","2.6936","null"
"Dan Reichenbach","BlackBerry Q10","25.198","null"
"Justin Hirsh","Novimex Fabric Task Chair","-12.196","Yes"
"Aaron Smayling","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","-6.4233","null"
"Karen Ferguson","Xerox 1996","6.2208","null"
"Karen Ferguson","#10 Self-Seal White Envelopes","10.8682","null"
"Karen Ferguson","Hon Pagoda Stacking Chairs","256.784","null"
"Doug Bickford","DXL Angle-View Binders with Locking Rings by Samsill","13.4925","null"
"Nick Zandusky","36X48 HARDFLOOR CHAIRMAT","2.9372","null"
"Nick Zandusky","Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit","66.0736","null"
"Nick Zandusky","Computer Printout Paper with Letter-Trim Perforations","18.2112","null"
"Hilary Holden","Ampad #10 Peel & Seel Holiday Envelopes","4.3008","Yes"
"Hilary Holden","Avery 518","15.12","Yes"
"Hilary Holden","Linden 10"" Round Wall Clock, Black","10.3904","Yes"
"Hilary Holden","Anderson Hickey Conga Table Tops & Accessories","-3.3506","Yes"
"Benjamin Farhat","SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","25.424","null"
"Benjamin Farhat","OtterBox Commuter Series Case - iPhone 5 & 5s","49.2576","null"
"Benjamin Farhat","Logitech Wireless Headset H600 Over-The-Head Design","88.1295","null"
"Benjamin Farhat","Xerox 230","21.7728","null"
"Benjamin Farhat","Xerox 1885","138.3552","null"
"Lena Radford","Recycled Steel Personal File for Hanging File Folders","28.615","null"
"Bruce Stewart","Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","18.4548","null"
"Bradley Talbott","4009 Highlighters by Sanford","10.5072","null"
"Katrina Bavinger","Xerox 220","6.2208","null"
"Katrina Bavinger","invisibleSHIELD by ZAGG Smudge-Free Screen Protector","15.1116","null"
"Maxwell Schwartz","Okidata C331dn Printer","62.82","null"
"Maxwell Schwartz","Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","63.873","null"
"Maxwell Schwartz","Xerox 1978","16.9932","null"
"Maxwell Schwartz","Office Star Flex Back Scooter Chair with White Frame","-39.9528","null"
"Maxwell Schwartz","Acco Six-Outlet Power Strip, 4' Cord Length","11.206","null"
"Maxwell Schwartz","Acme Rosewood Handle Letter Opener","0.1588","null"
"Chad Cunningham","Executive Impressions 14"" Contract Wall Clock","14.6718","null"
"Chad Cunningham","DMI Arturo Collection Mission-style Design Wood Chair","18.1176","null"
"Chad Cunningham","First Data FD10 PIN Pad","39.5","null"
"Chad Cunningham","GE 30524EE4","70.5564","null"
"Cari Sayre","Global Leather and Oak Executive Chair, Black","108.3528","Yes"
"Cari Sayre","Logitech B530 USB Headset - headset - Full size, Binaural","7.7679","Yes"
"Anthony Rawles","BIC Brite Liner Highlighters, Chisel Tip","10.368","null"
"Keith Herrera","Avery 489","14.904","null"
"Gary Hansen","White Computer Printout Paper by Universal","33.7212","null"
"Herbert Flentye","Staples","7.3132","null"
"Herbert Flentye","#10 White Business Envelopes,4 1/8 x 9 1/2","36.8245","null"
"Herbert Flentye","Newell 34","15.4752","null"
"Herbert Flentye","Xerox 1971","17.334","null"
"Herbert Flentye","Polycom CX300 Desktop Phone USB VoIP phone","23.9984","null"
"Herbert Flentye","Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book","9.4815","null"
"Arthur Prichep","Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","-240.784","null"
"Arthur Prichep","Belkin F8E887 USB Wired Ergonomic Keyboard","0.5998","null"
"Justin Ellison","Avery 510","1.8","null"
"Justin Ellison","Wilson Jones Four-Pocket Poly Binders","7.5864","null"
"Eric Hoffmann","Accohide Poly Flexible Ring Binders","-2.244","null"
"Ruben Dartt","Jabra SPEAK 410","60.1536","null"
"Ruben Dartt","Memorex Froggy Flash Drive 4 GB","4.2861","null"
"Ruben Dartt","Luxo Economy Swing Arm Lamp","11.1664","null"
"Ruben Dartt","Southworth 100% Résumé Paper, 24lb.","28.008","null"
"Ruben Dartt","Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry","14.896","null"
"Ruben Dartt","Avery White Multi-Purpose Labels","18.3264","null"
"Laura Armstrong","Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning","118.983","null"
"Laura Armstrong","netTALK DUO VoIP Telephone Service","141.723","null"
"Vivek Gonzalez","Avery 485","35.3346","null"
"Naresj Patel","Plantronics Audio 478 Stereo USB Headset","52.4895","null"
"Erin Smith","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages","3.4104","null"
"Erin Smith","Staples","1.46","null"
"Erin Smith","Bose SoundLink Bluetooth Speaker","107.46","null"
"Erin Smith","Letter or Legal Size Expandable Poly String Tie Envelopes","4.6284","null"
"Erin Smith","Stiletto Hand Letter Openers","-3.264","null"
"Erin Smith","Pyle PMP37LED","20.1579","null"
"Erin Smith","Kingston Digital DataTraveler 16GB USB 2.0","-0.0895","null"
"Jack Lebron","Cardinal Holdit Business Card Pockets","1.3944","null"
"Ben Peterman","Logitech Desktop MK120 Mouse and keyboard Combo","4.908","null"
"Ben Peterman","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","38.988","null"
"Ben Peterman","Col-Erase Pencils with Erasers","5.2896","null"
"Sanjit Jacobs","Harbour Creations 67200 Series Stacking Chairs","9.9652","null"
"Sanjit Jacobs","Clarity 53712","7.9188","null"
"Chris Cortes","Logitech Mobile Speakerphone P710e - speaker phone","9.4486","null"
"Chris Cortes","Fellowes Twister Kit, Gray/Clear, 3/pkg","6.03","null"
"Thomas Seio","Case Logic 2.4GHz Wireless Keyboard","7.9984","null"
"Thomas Seio","Xerox 1941","352.296","null"
"Thomas Seio","APC 7 Outlet Network SurgeArrest Surge Protector","72.432","null"
"Kean Nguyen","Maxell 4.7GB DVD-R 5/Pack","3.4848","null"
"Sarah Jordon","Global Deluxe Stacking Chair, Gray","22.941","null"
"Penelope Sewall","Canon Imageclass D680 Copier / Fax","1049.985","null"
"Rob Dowd","Plantronics Voyager Pro Legend","49.4376","Yes"
"Rob Dowd","Angle-D Binders with Locking Rings, Label Holders","9.855","Yes"
"Rob Dowd","Logitech K350 2.4Ghz Wireless Keyboard","27.3735","Yes"
"Rob Dowd","Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive","15.2208","Yes"
"Clytie Kelty","Acme Rosewood Handle Letter Opener","0.1191","null"
"Clytie Kelty","Eldon Regeneration Recycled Desk Accessories, Smoke","1.1136","null"
"Emily Burns","Cardinal EasyOpen D-Ring Binders","-12.796","Yes"
"Emily Burns","Fellowes Superior 10 Outlet Split Surge Protector","13.7016","Yes"
"Mitch Willingham","Bady BDG101FRU Card Printer","215.9973","Yes"
"Thea Hendricks","DMI Arturo Collection Mission-style Design Wood Chair","45.294","null"
"Thea Hendricks","Xerox 1919","40.1702","null"
"Steven Cartwright","Boston 19500 Mighty Mite Electric Pencil Sharpener","48.9645","null"
"Steven Cartwright","Avery 474","4.2336","null"
"Patrick Ryan","Newell 336","4.9648","Yes"
"Patrick Ryan","Cisco 8x8 Inc. 6753i IP Business Phone System","37.7972","Yes"
"Patrick Ryan","Tenex Chairmats For Use with Hard Floors","10.3936","Yes"
"Patrick Ryan","Chromcraft Rectangular Conference Tables","28.4364","Yes"
"Patrick Ryan","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""","42.4647","Yes"
"Patrick Ryan","Fellowes Command Center 5-outlet power strip","54.9504","Yes"
"Patrick Ryan","Avery Address/Shipping Labels for Typewriters, 4"" x 2""","24.84","Yes"
"Odella Nelson","50 Colored Long Pencils","13.208","null"
"Neoma Murray","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","5.6956","null"
"Brian Moss","Rush Hierlooms Collection 1"" Thick Stackable Bookcases","20.5176","null"
"Brian Moss","netTALK DUO VoIP Telephone Service","31.494","null"
"Liz Carlisle","Sauder Facets Collection Library, Sky Alder Finish","3.4196","null"
"Natalie Webber","Hon Metal Bookcases, Putty","41.1684","null"
"Natalie Webber","Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""","23.1168","null"
"Bruce Stewart","Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""","9.0384","null"
"Bruce Stewart","APC 7 Outlet Network SurgeArrest Surge Protector","48.288","null"
"Matthew Grinstein","Cisco Unified IP Phone 7945G VoIP phone","68.198","null"
"Matthew Grinstein","Jawbone MINI JAMBOX Wireless Bluetooth Speaker","-43.8336","null"
"Charlotte Melton","Eldon Base for stackable storage shelf, platinum","3.894","null"
"Greg Maxwell","Strathmore Photo Frame Cards","30.2634","null"
"Greg Maxwell","Fellowes PB200 Plastic Comb Binding Machine","88.3948","null"
"Greg Maxwell","Newell 343","3.1752","null"
"Greg Maxwell","Xerox 1944","37.9848","null"
"Greg Maxwell","Ibico Plastic Spiral Binding Combs","15.808","null"
"Tony Chapman","Belkin 6 Outlet Metallic Surge Strip","3.267","null"
"Tony Chapman","Acme Value Line Scissors","0.73","null"
"Clay Ludtke","Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","78.672","Yes"
"Clay Ludtke","Xerox 1991","84.0512","Yes"
"Clay Ludtke","Imation Clip USB flash drive - 8 GB","7.896","Yes"
"Clay Ludtke","Wilson Jones Hanging View Binder, White, 1""","7.384","Yes"
"Clay Ludtke","Okidata C331dn Printer","41.88","Yes"
"Luke Foster","Akro-Mils 12-Gallon Tote","8.6391","null"
"Luke Foster","Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""","15.468","null"
"Luke Foster","Xerox 1968","28.8576","null"
"Alan Barnes","GBC Wire Binding Combs","8.3754","null"
"Alan Barnes","Zipper Ring Binder Pockets","5.4288","null"
"Phillina Ober","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""","1.5602","null"
"Tim Brockman","GBC Recycled VeloBinder Covers","8.8608","null"
"Dennis Pardue","Holmes Replacement Filter for HEPA Air Cleaner, Medium Room","24.3595","null"
"Dennis Pardue","Pizazz Global Quick File","4.1916","null"
"Dennis Pardue","Ideal Clamps","1.9698","null"
"Carl Ludwig","Westinghouse Clip-On Gooseneck Lamps","4.3524","null"
"Shirley Jackson","KeyTronic KT400U2 - Keyboard - Black","18.504","null"
"Stefania Perrino","Newell 341","2.4824","null"
"Stefania Perrino","Xerox 204","21.7728","null"
"Stefania Perrino","Hon 94000 Series Round Tables","-195.4788","null"
"Cathy Armstrong","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table","12.8256","null"
"Cathy Armstrong","Kensington 4 Outlet MasterPiece Compact Power Control Center","136.6176","null"
"Cathy Armstrong","Acco Hanging Data Binders","5.334","null"
"Dario Medina","Insertable Tab Post Binder Dividers","4.3308","null"
"Marina Lichtenstein","HP Standard 104 key PS/2 Keyboard","29","null"
"Bill Donatelli","Macally Suction Cup Mount","-9.56","Yes"
"John Lee","Ativa MDM8000 8-Sheet Micro-Cut Shredder","97.1892","null"
"John Lee","Newell 351","3.8048","null"
"John Lee","Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box","3.5475","null"
"John Lee","Advantus Push Pins, Aluminum Head","3.6022","null"
"Patrick O'Donnell","Economy Rollaway Files","85.904","null"
"Patrick O'Donnell","Ooma Telo VoIP Home Phone System","37.797","null"
"Clay Cheatham","Xerox 1905","21.7728","Yes"
"Clay Cheatham","Cardinal HOLDit! Binder Insert Strips,Extra Strips","3.6714","Yes"
"Tony Sayre","Avery Self-Adhesive Photo Pockets for Polaroid Photos","7.6272","null"
"Tony Sayre","Plantronics Audio 995 Wireless Stereo Headset","145.134","null"
"Guy Thornton","Xerox 200","6.2208","null"
"Guy Thornton","Brites Rubber Bands, 1 1/2 oz. Box","0.0792","null"
"Jim Kriz","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","26.3912","null"
"Jim Kriz","Okidata MB491 Multifunction Printer","209.58","null"
"Jim Kriz","Plantronics Savi W720 Multi-Device Wireless Headset System","742.632","null"
